Name,Studio,Genres
Thunderbolt Fantasy Movie 2: Bewitching Melody of the West,Pili International Multimedia,"Action, Fantasy, Ancient China, Swordplay, Wuxia, Original Work, Violence"
Elfen Lied,ARMS,"Seinen, Human Experimentation, Overpowered Main Characters, Psychological, Split Personality, Supernatural, Superpowers, Based on a Manga, Animal Abuse,, Emotional Abuse,, Explicit Violence,, Mature Themes,, Nudity,, Physical Abuse,, Sexual Abuse"
K-On!,Kyoto Animation,"Comedy, Seinen, Slice of Life, All-Girls School, Iyashikei, Music, School Club, School Life, Based on a 4-Koma Manga, Based on a Manga"
Eureka Seven,Bones,"Action, Adventure, Mecha, Romance, Sci Fi, Coming of Age, Military, Original Work, Violence"
Yaoshenji 5th Season,Ruo Hong Culture,"Action, Fantasy, Chinese Animation, Cultivation, Martial Arts, Xianxia, Based on a Web Novel, CG Animation"
Knights of Sidonia: Battle for Planet Nine,POLYGON PICTURES,"Action, Adventure, Horror, Mecha, Sci Fi, Seinen, Aliens, Animeism, Outer Space, Post-apocalyptic, Real Robot, Based on a Manga, CG Animation, Violence"
Golden Boy,A.P.P.P.,"Comedy, Ecchi, Seinen, Episodic, Playboys, Work Life, Based on a Manga, Explicit Sex"
Plastic Memories,Doga Kobo,"Drama, Romance, Sci Fi, Androids, Non-Human Protagonists, Robots, Original Work"
ef - a tale of melodies,SHAFT,"Drama, Romance, Neighbors, Based on an Eroge, Based on a Visual Novel"
Life Lessons with Uramichi Oniisan,Studio Blanc.,"Comedy, Josei, Coworkers, Dark Comedy, Showbiz, Work Life, Based on a Manga"
Lupin III: Goemon's Blood Spray,Telecom Animation Film,"Action, Comedy, Seinen, Assassins, Criminals, Noir, Thieves, Based on a Manga, Explicit Violence"
The World God Only Knows: Tenri Arc,Manglobe,"Comedy, Fantasy, Romance, Shounen, Demons, Based on a Manga"
Shakugan no Shana II,J.C.Staff,"Action, Fantasy, Contemporary Fantasy, Magic, Supernatural, Tsundere, Urban Fantasy, Based on a Light Novel"
K: Missing Kings,GoHands,"Action, Gangs, Supernatural, Superpowers, Original Work"
One Piece Special: Heart of Gold,Toei Animation,"Action, Adventure, Fantasy, Shounen, Pirates, Superpowers, Based on a Manga"
K: Seven Stories Movie 5 - Memory of Red ~BURN~,GoHands,"Drama, Gangs, Supernatural, Superpowers, Original Work"
BanG Dream! Movie: Episode of Roselia - Part II: Song I am,SANZIGEN,"Idols, Music"
Full Metal Panic!,GONZO,"Action, Comedy, Mecha, Sci Fi, Shounen, Military, Tsundere, Based on a Light Novel, Violence"
Bleach Movie 4: Hell Verse,Pierrot,"Action, Shounen, Shinigami, Supernatural, Swordplay, Based on a Manga"
Cells at Work!,David Production,"Action, Comedy, Shounen, Anthropomorphic, Educational, Episodic, Medical, Non-Human Protagonists, Based on a Manga, Violence"
Peace Sign,Bones,"Action, Superheroes, Superpowers"
The Way of the Househusband 2,J.C.Staff,"Comedy, Seinen, Slice of Life, Episodic, Gangs, Lifestyle Change, Married Life, Yakuza, Based on a Manga"
ef - a tale of memories,SHAFT,"Drama, Romance, Amnesia, Illness, Love Triangle, Based on an Eroge, Based on a Visual Novel, Sexual Content"
Legend of the Galactic Heroes: My Conquest is the Sea of Stars,Artland,"Drama, Sci Fi, Military, Outer Space, Political, Space Opera, War, Based on a Novel"
Noblesse: Awakening,Production I.G,"Action, Fantasy, Shounen, Contemporary Fantasy, Non-Human Protagonists, Overpowered Main Characters, Supernatural, Urban Fantasy, Vampires, Based on a Webtoon, Explicit Violence,, Mature Themes,, Physical Abuse"
Beelzebub,St. Signpost,"Action, Comedy, Shounen, Childcare, Delinquents, Demons, Master-Servant Relationship, Overpowered Main Characters, Single Parent, Superpowers, Based on a Manga"
Kyo Kara Maoh! 3rd Series,Studio DEEN,"Comedy, Fantasy, Harem, Contemporary Fantasy, Demon King, Isekai, Medieval, Non-Human Protagonists, Person in a Strange World, Royalty, Based on a Light Novel"
Nodame Cantabile: Finale Special,J.C.Staff,"Comedy, Josei, Romance, Classical Music, Europe, Music, Based on a Manga"
Ajin: Demi-Human 2nd Season,POLYGON PICTURES,"Horror, Seinen, Animeism, Human Experimentation, Supernatural, Terrorism, Based on a Manga, CG Animation, Explicit Violence,, Mature Themes,, Physical Abuse,, Suicide"
Star Blazers: Space Battleship Yamato 2202,XEBEC,"Action, Adventure, Drama, Sci Fi, Leijiverse, Outer Space, Space Opera, Original Work, Violence"
Magic Kaito 1412,A-1 Pictures,"Action, Comedy, Drama, Mystery, Shounen, Secret Identity, Thieves, Based on a Manga"
IDOLiSH7: Third BEAT!,TROYCA,"Drama, Idols, Music, Showbiz, Based on a Mobile Game"
Monthly Girls' Nozaki-kun Specials,Doga Kobo,"Comedy, Shounen, Gag, School Life, Based on a 4-Koma Manga, Based on a Manga"
Haré+Guu DELUXE,Shin-Ei Animation,"Comedy, Shounen, Slice of Life, Forest, Gag, Jungle, Overpowered Main Characters, Parody, Based on a Manga"
Saint Young Men Movie,A-1 Pictures,"Comedy, Fantasy, Seinen, Slice of Life, Buddhism, Christianity, Contemporary Fantasy, Gag, Non-Human Protagonists, Parody, Religion, Roommates, Satire, Based on a Manga"
Dusk Maiden of Amnesia,SILVER LINK.,"Mystery, Romance, Shounen, Ghosts, School Club, School Life, Supernatural, Based on a Manga, Nudity"
Eyeshield 21,Gallop,"Action, Comedy, Drama, Shounen, Sports, Football, School Club, School Life, Tournaments, Based on a Manga, Mature Themes,, Physical Abuse"
Seitokai Yakuindomo Movie,GoHands,"Comedy, Shounen, Crude, Newly Co-ed School, Parody, Satire, Student Council, Based on a 4-Koma Manga, Based on a Manga, Sexual Content"
New Game!!,Doga Kobo,"Comedy, Seinen, Coworkers, Iyashikei, Video Game Industry, Work Life, Based on a 4-Koma Manga, Based on a Manga"
Taisho Otome Fairy Tale,Synergy SP,"Comedy, Romance, Shounen, Slice of Life, Arranged Marriage, Countryside, Disability, Historical, Iyashikei, Opposites Attract, Sudden Girlfriend Appearance, Based on a Manga, Domestic Abuse"
Kemono Jihen,Ajia-do,"Action, Drama, Mystery, Shounen, Contemporary Fantasy, Detectives, Japanese Mythology, Monsters, Non-Human Protagonists, Supernatural, Urban Fantasy, Youkai, Based on a Manga, Explicit Violence,, Mature Themes,, Physical Abuse,, Sexual Abuse"
A Certain Scientific Railgun,J.C.Staff,"Action, Sci Fi, Elemental Powers, Psychic Powers, Supernatural, Superpowers, Based on a Manga"
DARLING in the FRANXX,A-1 Pictures,"Action, Drama, Mecha, Romance, Sci Fi, Coming of Age, Post-apocalyptic, Robots, Original Work, Mature Themes,, Violence"
Hanasaku Iroha: Home Sweet Home,P.A. WORKS,"Drama, Romance, Slice of Life, Coming of Age, Countryside, Hotels and Inns, Work Life, Mature Themes,, Physical Abuse"
The Seven Deadly Sins OVA,A-1 Pictures,"Action, Adventure, Fantasy, Shounen, Interspecies Relationship, Medieval, Non-Human Protagonists, Royalty, Superpowers, Based on a Manga"
Kuroko's Basketball: NG-shuu,Production I.G,"Comedy, Shounen, Sports, Basketball, Based on a Manga"
Kaiba,MADHOUSE,"Adventure, Romance, Sci Fi, Abstract, Amnesia, Body Swapping, Dystopia, Original Work"
xxxHOLiC,Production I.G,"Comedy, Seinen, Episodic, Japanese Mythology, Mysterious Shop, Supernatural, Youkai, Based on a Manga"
Wan Jie Xian Zong 2nd Season,Ruo Hong Culture,"Action, Fantasy, Ancient China, Chinese Animation, Cultivation, Short Episodes, Based on a Manga, CG Animation"
Future Diary,asread,"Action, Shounen, Battle Royale, High Stakes Games, Obsessive Love, Play or Die, Possessive Lovers, Psychological, PVP, Stalkers, Supernatural, Based on a Manga, Explicit Violence,, Mature Themes,, Nudity,, Sexual Abuse,, Sexual Content,, Domestic Abuse"
Super Lovers OVA,Studio DEEN,"BL, Romance, Shounen-ai, Based on a Manga"
A Lull in the Sea,P.A. WORKS,"Drama, Fantasy, Romance, Coming of Age, Love Triangle, Ocean, Unrequited Love, Original Work"
Future Boy Conan,Nippon Animation,"Adventure, Drama, Sci Fi, Post-apocalyptic, Based on a Novel, Mature Themes,, Physical Abuse"
Daily Lives of High School Boys Specials,Sunrise,"Comedy, Shounen, Slice of Life, Gag, School Life, Based on a Manga"
Heaven's Lost Property Forte,AIC ASTA,"Comedy, Ecchi, Fantasy, Harem, Shounen, Angels, Chibi, Contemporary Fantasy, Panty Shots, Based on a Manga"
BanG Dream! 3rd Season,SANZIGEN,"All-Girls School, Music, School Life, CG Animation, Original Work"
Pokemon XY&Z,OLM,"Adventure, Fantasy, Shounen, Elemental Powers, Family Friendly, Monsters, Proxy Battles, Tournaments, Based on a Video Game"
Aria the Origination: That Secret Little Place...,Hal Film Maker,"Sci Fi, Shounen, Slice of Life, Ocean, Based on a Manga"
Recovery of an MMO Junkie,Signal.MD,"Comedy, Romance, Adult Couples, Mature Romance, MMORPG, NEET, Romantic Comedy, RPG, Based on a Webtoon"
Hikaru no Go,Pierrot,"Shounen, Board Games, Body Sharing, Ghosts, Psychological, Supernatural, Tournaments, Based on a Manga"
Tenchi Muyo! Ryo-Ohki 2,AIC,"Comedy, Ecchi, Fantasy, Aliens, Non-Human Protagonists, Space Pirates, Original Work, Nudity"
K: Return of Kings,GoHands,"Action, Animeism, Supernatural, Superpowers, Original Work"
Restaurant to Another World 2,OLM,"Fantasy, Episodic, Food and Beverage, Iyashikei, Non-Human Protagonists, Restaurants, Reverse Isekai, Based on a Light Novel"
Another,P.A. WORKS,"Horror, Mystery, Countryside, Curse, Psychological, School Life, Supernatural, Transfer Students, Based on a Light Novel, Mature Themes,, Physical Abuse,, Suicide,, Violence"
Pretty Guardian Sailor Moon Eternal Movie 2,Studio DEEN,"Action, Fantasy, Magical Girl, Romance, Shoujo, Contemporary Fantasy, Henshin Heroes, Magic, Reincarnation, Sentai, Tokusatsu, Urban Fantasy"
Hakuouki: A Memory of Snow Flowers,Studio DEEN,"Action, Feudal Japan, Historical, Samurai, Based on an Otome Game, Based on a Visual Novel"
To Love Ru: Darkness 2nd Specials,XEBEC,"Action, Comedy, Ecchi, Harem, Romance, Shounen, Aliens, Love Triangle, Non-Human Protagonists, Panty Shots, School Life, Based on a Manga, Nudity,, Sexual Content"
Yuru Yuri Nachu Yachumi!,TYO Animations,"Comedy, Seinen, Slice of Life, Based on a Manga"
Is It Wrong to Try to Pick Up Girls in a Dungeon? Movie: Arrow of the Orion,J.C.Staff,"Action, Adventure, Fantasy, Harem, Dungeon, Gods, Guilds, Monsters, RPG, Swordplay, Based on a Light Novel"
Non Non Biyori,SILVER LINK.,"Comedy, Seinen, Slice of Life, Countryside, Iyashikei, Lifestyle Change, School Life, Transfer Students, Based on a Manga"
Chi's New Address,MADHOUSE,"Adventure, Comedy, Seinen, Slice of Life, Animal Protagonists, Cats, Family Friendly, Iyashikei, Non-Human Protagonists, Pets, Short Episodes, Based on a Manga"
A Certain Magical Index II,J.C.Staff,"Action, Sci Fi, Magic, Psychic Powers, Supernatural, Superpowers, Based on a Light Novel"
Chainsaw Man PV,MAPPA,"Action, Fantasy, Horror, Shounen, Dark Fantasy, Demons, Promotional, Based on a Manga, Violence"
How a Realist Hero Rebuilt the Kingdom: Part II,J.C.Staff,"Adventure, Drama, Fantasy, Romance, Isekai, Kingdom Building, Magic, Management, Modern Knowledge, Person in a Strange World, Political, Royalty, Summoned Into Another World, Based on a Light Novel"
The Heroic Legend of Arslan: Dust Storm Dance,LIDEN FILMS,"Action, Adventure, Fantasy, Shounen, Medieval, Middle Eastern, Military, Political, Rebellions, Royalty, Swordplay, War, Based on a Manga, Violence"
Meng Qi Shi Shen,Wawayu Animation,"Comedy, Drama, Romance, Ancient China, Chinese Animation, Cooking, Food and Beverage, Historical, Person in a Strange World, Based on a Web Novel"
Sound! Euphonium,Kyoto Animation,"Drama, Music, School Club, School Life, Based on a Novel"
Food Wars! The Third Plate: Erina no Shin Seikatsu,J.C.Staff,"Comedy, Ecchi, Shounen, Slice of Life, Boarding House, Cooking, Neighbors, Based on a Manga"
The Garden of Sinners Movie 1: Thanatos. (Overlooking View),ufotable,"Action, Mystery, Overpowered Main Characters, Supernatural, Based on a Light Novel, Mature Themes,, Suicide"
Kodocha,Gallop,"Comedy, Drama, Romance, Shoujo, Slice of Life, Acting, Idols, Opposites Attract, School Life, Showbiz, Based on a Manga"
Akira,TMS Entertainment,"Action, Sci Fi, Seinen, Cyberpunk, Dystopia, Human Experimentation, Motorcycles, Noir, Post-apocalyptic, Psychic Powers, Superpowers, Based on a Manga, Explicit Violence,, Nudity"
Little Witch Academia,TRIGGER,"Fantasy, Anime Tamago, Dungeon, Magic, Magic School, School Life, Shorts, Witches, Original Work"
Aikatsu Stars! Hoshi no Tsubasa,BN Pictures,"Idols, Music, Music School, Showbiz, Based on a Card Game"
Claymore,MADHOUSE,"Action, Fantasy, Shounen, Dark Fantasy, Demons, Dystopia, Medieval, Revenge, Superpowers, Swordplay, Based on a Manga, Explicit Violence,, Mature Themes,, Physical Abuse"
Brand New Animal,TRIGGER,"Action, Animal Protagonists, Animal Transformation, Anthropomorphic, Gangs, Lifestyle Change, Non-Human Protagonists, Terrorism, Original Work, Explicit Violence"
Hidamari Sketch x 365 EX,SHAFT,"Comedy, Seinen, Slice of Life, Art, Art School, Based on a 4-Koma Manga, Based on a Manga"
Bai Yao Pu 2nd Season,Haoliners Animation League,"Adventure, Drama, Fantasy, Mystery, Ancient China, Chinese Animation, Historical, Supernatural, Based on a Novel, Animal Abuse,, Bullying,, Physical Abuse,, Violence"
Kyou kara Ore wa!!,Pierrot,"Comedy, Shounen, Delinquents, Hand to Hand Combat, School Life, Based on a Manga, Bullying,, Mature Themes,, Physical Abuse"
Yowamushi Pedal: New Generation,8 Pan,"Shounen, Sports, Cycling, Racing, School Club, School Life, Based on a Manga"
Saiyuki Reload: Urasai,Pierrot,"Comedy, Josei, Christmas, Journey to the West, Based on a Manga"
Super Lovers 2,Studio DEEN,"BL, Comedy, Drama, Romance, Shounen-ai, Slice of Life, Age Gap, Brother Complex, LGBT Themes, Opposites Attract, School Life, Siblings, Based on a Manga, Mature Themes"
Lie Huo Jiao Chou,Shenying Animation,"Action, BL, Drama, Shounen-ai, Chinese Animation, Reincarnation, Supernatural, Based on a Novel, CG Animation"
Non Non Biyori Repeat OVA,SILVER LINK.,"Comedy, Seinen, Slice of Life, Countryside, Iyashikei, Based on a Manga"
Hakkenden: Eight Dogs of the East 2,Studio DEEN,"Action, Fantasy, Shoujo, Supernatural, Based on a Manga"
Xie Wang Zhui Qi Zhi Yishi Qingcheng,BigFireBird,"Action, Comedy, Drama, Fantasy, Romance, Ancient China, Chinese Animation, Cultivation, Isekai, Martial Arts, Xianxia, Based on a Web Novel"
Macross Frontier Movie 2: Sayonara no Tsubasa,SATELIGHT,"Action, Drama, Mecha, Romance, Sci Fi, Idols, Love Triangle, Music, Real Robot, Transforming Mecha"
Wan Jie Xian Zong 5th Season,Ruo Hong Culture,"Action, Fantasy, Ancient China, Chinese Animation, Cultivation, Short Episodes, Based on a Manga, CG Animation"
Kokoro Connect,SILVER LINK.,"Drama, Romance, Androphobia, Body Swapping, Love Triangle, School Club, School Life, Supernatural, Based on a Light Novel"
The World God Only Knows,Manglobe,"Comedy, Fantasy, Romance, Shounen, Demons, Otaku Culture, School Life, Based on a Manga"
Eden of The East Movie II: Paradise Lost,Production I.G,"Mystery, Conspiracy, High Stakes Games, Original Work"
Mr. Osomatsu 2nd Season,Pierrot,"Comedy, Slice of Life, Breaking the Fourth Wall, Episodic, Gag, NEET, Parody, Siblings, Slapstick, Based on a Manga"
Sket Dance,Tatsunoko Production,"Comedy, Shounen, Slice of Life, Breaking the Fourth Wall, Episodic, Gag, School Club, School Life, Based on a Manga"
Blue Exorcist: Kyoto Saga,A-1 Pictures,"Action, Drama, Fantasy, Shounen, Animeism, Contemporary Fantasy, Demons, Exorcists, Supernatural, Urban Fantasy, Based on a Manga"
Wan Jie Fa Shen,Ruo Hong Culture,"Action, Fantasy, Chinese Animation, Magic, Magic School, Martial Arts, School Life, Short Episodes, CG Animation"
My Hero Academia - All Might: Rising The Animation,Bones,"Action, Sci Fi, Shounen, Superheroes, Superpowers, Based on a Manga"
Zoku Sayonara Zetsubou Sensei,SHAFT,"Comedy, Shounen, Slice of Life, Breaking the Fourth Wall, Dark Comedy, Gag, Parody, Satire, School Life, Teaching, Based on a Manga, Mature Themes,, Suicide"
Fate/Grand Order: Absolute Demonic Front - Babylonia,CloverWorks,"Action, Fantasy, Sci Fi, Gods, Greek Mythology, Magic, Person in a Strange World, Proxy Battles, Superpowers, Based on a Mobile Game, Violence"
Liang Bu Yi: Part II,Paper Plane,"Comedy, Romance, Ancient China, Body Swapping, Chibi, Chinese Animation, Gender Bender, Political, Royalty, War, Based on a Webtoon, CG Animation"
Eden of The East Movie I: The King of Eden,Production I.G,"Mystery, America, Amnesia, Conspiracy, High Stakes Games, Original Work"
Is It Wrong to Try to Pick Up Girls in a Dungeon? II,J.C.Staff,"Action, Comedy, Fantasy, Harem, Romance, Dungeon, Guilds, RPG, Swordplay, Weak to Strong, Based on a Light Novel, Violence"
The Rose of Versailles,TMS Entertainment,"Drama, Romance, Shoujo, 18th Century, Europe, France, French Revolution, Historical, Political, Social Gap, Based on a Manga"
My Bride Is a Mermaid OVA,AIC,"Comedy, Shounen, Mermaids, Based on a Manga"
Tiger & Bunny,Sunrise,"Action, Comedy, Sci Fi, Death of a Loved One, Superheroes, Superpowers, Original Work, Mature Themes,, Physical Abuse,, Domestic Abuse"
Capeta,Studio Comet,"Action, Shounen, Sports, Cars, Racing, Based on a Manga"
Kaguya-sama: Love is War - Ultra Romantic PV - Yu Ishigami Wants to Discuss It,A-1 Pictures,"Comedy, Drama, Romance, Mind Games, Otaku Culture, Promotional, Romantic Comedy, School Life, Student Council, Based on a Manga"
IDOLiSH7,TROYCA,"Drama, Idols, Music, Showbiz, Based on a Mobile Game"
Little Witch Academia: The Enchanted Parade,TRIGGER,"Fantasy, Magic, Magic School, School Life, Witches, Original Work"
Yotsuiro Biyori,Zexcs,"Slice of Life, Cafe, Coworkers, Food and Beverage, Iyashikei, Work Life, Based on a Manga"
Hayate the Combat Butler!!,J.C.Staff,"Comedy, Shounen, Butlers, Maids, Master-Servant Relationship, Parody, Tsundere, Based on a Manga"
